SSN,Country,Site,Cluster,Plot,DepthTop,DepthBottom,Depthcode,Year,SOC,TN,pH,ExBas,ExCa,ExMg,ExK,ExNa,Sand,Clay
wa021567,Eswatini,ntondozi,8,3,20,50,Subsoil,2020,11.5877,0.9749,6.5193,7.2378,5.23,1.7739,0.1796,0.0915,60.639,18.0901
wa021568,Eswatini,ntondozi,8,4,0,20,Topsoil,2020,12.2408,1.1543,6.1098,6.3859,4.7132,1.3658,0.2881,0.0867,50.0269,25.7443
wa021569,Eswatini,ntondozi,8,4,20,50,Subsoil,2020,10.2615,0.9039,6.1913,5.8664,4.205,1.2691,0.183,0.0919,58.0643,20.178
wa021570,Eswatini,ntondozi,8,7,0,20,Topsoil,2020,13.6273,1.2325,5.9296,6.1613,4.3235,1.3359,0.39,0.0797,43.5167,33.4153
wa021571,Eswatini,ntondozi,8,9,0,20,Topsoil,2020,6.8828,0.5826,5.9259,4.2923,2.9126,1.0834,0.1667,0.0922,55.3563,26.5286
wa021572,Eswatini,ntondozi,8,9,20,50,Subsoil,2020,13.5583,1.1612,5.5059,4.9628,3.3177,1.1996,0.3247,0.1151,40.7458,37.8679
wa021573,Eswatini,ntondozi,8,10,0,20,Topsoil,2020,11.8509,1.1007,6.0189,6.3691,4.6262,1.2788,0.3359,0.0721,44.1325,31.9114
wa021574,Eswatini,ntondozi,8,13,0,20,Topsoil,2020,14.3515,1.3592,5.4427,4.9782,3.3951,1.1429,0.2836,0.1062,39.8165,34.3744
wa021575,Eswatini,ntondozi,8,13,20,50,Subsoil,2020,6.4393,0.5199,5.8918,2.9012,1.9251,0.8174,0.1145,0.0887,68.5531,15.3588
wa021576,Eswatini,ntondozi,8,15,0,20,Topsoil,2020,17.8948,1.6873,6.0835,8.3194,6.2129,1.6111,0.3746,0.0966,44.7933,28.5424
wa021577,Eswatini,ntondozi,8,15,20,50,Subsoil,2020,14.8629,1.309,6.4068,8.7096,6.6886,1.6116,0.3447,0.0983,51.0524,25.4112
wa021578,Eswatini,ntondozi,9,1,0,20,Topsoil,2020,8.4918,1.0247,5.659,8.2773,4.4412,3.436,0.2647,0.5836,32.9512,40.6458
wa021579,Eswatini,ntondozi,9,1,20,50,Subsoil,2020,9.0426,0.8781,5.5302,4.0912,2.0958,1.6545,0.1584,0.1055,21.9778,61.6261
wa021580,Eswatini,ntondozi,9,2,0,20,Topsoil,2020,10.6413,0.981,5.102,2.0889,1.0761,0.7551,0.2129,0.0926,17.669,69.3587
wa021581,Eswatini,ntondozi,9,3,0,20,Topsoil,2020,7.6591,0.7884,5.6459,4.3732,2.5991,1.3303,0.2797,0.3577,28.5212,46.7015
wa021582,Eswatini,ntondozi,9,4,0,20,Topsoil,2020,10.5175,0.9646,5.3803,3.239,1.7732,1.0614,0.2408,0.1146,18.5876,66.2268
wa021583,Eswatini,ntondozi,9,4,20,50,Subsoil,2020,10.0721,0.9459,5.4216,3.2338,1.8722,1.0375,0.2518,0.1068,17.0949,66.8679
wa021584,Eswatini,ntondozi,9,5,0,20,Topsoil,2020,15.9318,1.455,4.9045,2.905,1.4956,0.9822,0.2906,0.0958,28.6949,49.6064
wa021585,Eswatini,ntondozi,9,6,0,20,Topsoil,2020,13.1337,1.3252,5.4668,3.8311,2.2976,1.2204,0.2612,0.1236,17.3953,68.6748
wa021586,Eswatini,ntondozi,9,7,0,20,Topsoil,2020,16.5694,1.3951,5.0325,2.5592,1.3236,0.9026,0.2328,0.0977,13.7874,71.3273
wa021587,Eswatini,ntondozi,9,8,0,20,Topsoil,2020,15.3853,1.2957,5.0568,2.4872,1.3551,0.8398,0.1955,0.1062,16.1697,70.2982
wa021588,Eswatini,ntondozi,9,8,20,50,Subsoil,2020,12.467,1.1167,5.0449,2.3623,1.3234,0.8346,0.1851,0.1082,12.6805,74.2489
wa021589,Eswatini,ntondozi,9,9,0,20,Topsoil,2020,18.7958,1.6787,5.119,3.7206,2.2322,1.0729,0.3368,0.105,29.7567,44.7022
wa021590,Eswatini,ntondozi,9,15,0,20,Topsoil,2020,15.0674,1.2994,5.0909,2.5072,1.3911,0.8762,0.2043,0.1043,16.916,69.7328
wa021591,Eswatini,ntondozi,9,15,20,50,Subsoil,2020,13.9539,1.2335,5.1119,2.4176,1.317,0.8004,0.1957,0.1003,18.5409,69.0745
wa021592,Eswatini,ntondozi,10,1,0,20,Topsoil,2020,9.9802,0.8877,5.5638,3.3807,1.5402,1.2341,0.4952,0.0813,21.0273,63.0492
wa021593,Eswatini,ntondozi,10,3,0,20,Topsoil,2020,8.2206,0.7004,6.0907,5.6055,3.5261,1.495,0.3932,0.089,26.478,59.1199
wa021594,Eswatini,ntondozi,10,4,0,20,Topsoil,2020,9.5404,0.9126,5.555,4.4802,2.8193,1.2983,0.3541,0.0884,26.5899,59.1009
wa021595,Eswatini,ntondozi,10,5,0,20,Topsoil,2020,11.8955,1.1173,5.4467,5.8213,3.769,1.5127,0.4208,0.099,19.8487,64.1695
wa021596,Eswatini,ntondozi,10,8,0,20,Topsoil,2020,11.3825,1.0194,5.2914,3.5274,1.8978,1.2373,0.3225,0.0943,16.8464,65.2416
wa021597,Eswatini,ntondozi,10,10,0,20,Topsoil,2020,12.6102,1.0901,5.2411,3.7345,2.2706,1.084,0.3492,0.0794,24.8913,58.388
wa021598,Eswatini,ntondozi,10,14,0,20,Topsoil,2020,11.3762,0.9382,5.2491,3.2692,1.9341,0.9857,0.3308,0.0778,27.3476,55.1278
wa021599,Eswatini,ntondozi,10,15,0,20,Topsoil,2020,11.776,1.1242,6.2476,8.2733,5.68,1.8482,0.4904,0.0841,32.7735,47.5676
wa021600,Eswatini,ntondozi,11,1,0,20,Topsoil,2020,4.723,0.399,5.9628,2.3249,1.467,0.6143,0.1421,0.0814,76.0615,12.4906
wa021601,Eswatini,ntondozi,11,3,0,20,Topsoil,2020,6.3641,0.5782,8.3408,33.4123,31.5216,1.5065,0.1681,0.2901,77.779,10.9396
wa021602,Eswatini,ntondozi,11,3,20,50,Subsoil,2020,4.7272,0.3847,8.3064,17.4684,15.7949,0.8993,0.1012,0.3311,80.4674,9.5512
wa021603,Eswatini,ntondozi,11,4,0,20,Topsoil,2020,4.9895,0.4419,6.09,2.8344,1.9473,0.7008,0.1391,0.0737,61.4907,25.3782
wa021604,Eswatini,ntondozi,11,5,0,20,Topsoil,2020,3.88,0.3378,5.9833,2.1355,1.3923,0.5557,0.1395,0.0832,67.0037,21.1188
wa021605,Eswatini,ntondozi,11,5,20,50,Subsoil,2020,3.9996,0.3268,5.9719,2.4046,1.6057,0.6198,0.1799,0.1151,66.4472,22.6082
wa021606,Eswatini,ntondozi,11,7,0,20,Topsoil,2020,8.0387,0.6318,5.5504,2.8069,1.83,0.6862,0.1534,0.0945,68.2248,16.3293
wa021607,Eswatini,ntondozi,11,7,20,50,Subsoil,2020,4.0488,0.3377,5.837,2.0499,1.2313,0.5713,0.117,0.0924,72.8589,14.4633
wa021608,Eswatini,ntondozi,11,11,0,20,Topsoil,2020,2.7509,0.2293,5.9195,1.9433,1.2094,0.5289,0.0985,0.1046,79.3206,10.6892
wa021609,Eswatini,ntondozi,11,11,20,50,Subsoil,2020,2.701,0.2295,5.94,2.053,1.2768,0.5625,0.1034,0.1212,80.6019,10.7707
wa021610,Eswatini,ntondozi,11,12,0,20,Topsoil,2020,4.4759,0.335,5.8465,2.0455,1.2515,0.5764,0.1259,0.095,79.2161,9.8448
wa021611,Eswatini,ntondozi,11,12,20,50,Subsoil,2020,3.0392,0.2321,5.9053,1.7193,1.0889,0.4504,0.1043,0.0992,79.5564,9.554
wa021612,Eswatini,ntondozi,11,13,0,20,Topsoil,2020,5.0595,0.4041,5.9064,2.2748,1.4483,0.6083,0.1405,0.0797,73.1679,14.6653
wa021613,Eswatini,ntondozi,11,14,0,20,Topsoil,2020,3.1476,0.2773,5.8894,2.3199,1.4915,0.5813,0.124,0.0934,68.9007,19.0405
wa021614,Eswatini,ntondozi,12,1,0,20,Topsoil,2020,4.8517,0.4085,5.8835,2.5206,1.6412,0.6519,0.1709,0.0939,74.5785,13.3871
wa021615,Eswatini,ntondozi,12,2,0,20,Topsoil,2020,4.4868,0.3625,5.9522,2.5567,1.5706,0.7983,0.1922,0.0924,76.7529,13.0162
wa021616,Eswatini,ntondozi,12,3,0,20,Topsoil,2020,4.8788,0.2897,6.1827,2.4802,1.4683,0.8207,0.0627,0.1066,83.767,7.4012
wa021617,Eswatini,ntondozi,12,3,20,50,Subsoil,2020,4.8137,0.2691,5.498,1.5912,0.9002,0.5271,0.0701,0.1118,84.8098,7.2956
wa021618,Eswatini,ntondozi,12,4,0,20,Topsoil,2020,6.5779,0.5082,6.356,4.1799,3.0691,0.9076,0.2588,0.0741,71.8036,17.0554
wa021619,Eswatini,ntondozi,12,6,0,20,Topsoil,2020,4.2478,0.3455,5.8361,2.0796,1.2584,0.6108,0.1714,0.0711,72.1059,16.9707
wa021620,Eswatini,ntondozi,12,8,0,20,Topsoil,2020,4.0571,0.3473,5.9727,2.1966,1.3793,0.5621,0.1382,0.08,73.1995,15.3727
wa021621,Eswatini,ntondozi,12,9,0,20,Topsoil,2020,4.009,0.3158,6.0716,2.0461,1.2499,0.5582,0.1321,0.0789,79.1621,11.6476
wa021622,Eswatini,ntondozi,12,11,0,20,Topsoil,2020,3.9052,0.315,5.891,2.0281,1.2567,0.5437,0.1157,0.0886,78.245,11.1371
wa021623,Eswatini,ntondozi,12,12,0,20,Topsoil,2020,5.0179,0.4119,5.7335,2.1293,1.3007,0.563,0.1526,0.0779,76.168,13.1111
wa021624,Eswatini,ntondozi,12,15,0,20,Topsoil,2020,5.7321,0.4565,5.8032,2.5175,1.5677,0.721,0.1909,0.0869,73.7154,14.8112
wa021625,Eswatini,ntondozi,12,15,20,50,Subsoil,2020,6.7949,0.5123,5.733,2.8197,1.7913,0.7451,0.2109,0.0891,73.1235,15.1549
wa021626,Eswatini,ntondozi,13,1,0,20,Topsoil,2020,11.6171,0.9992,4.8071,1.2304,0.6439,0.4419,0.1257,0.0832,19.5932,68.3172
wa021627,Eswatini,ntondozi,13,1,20,50,Subsoil,2020,10.2617,1.0046,4.8115,1.2382,0.6323,0.4214,0.0984,0.0825,10.5686,76.4128
wa021628,Eswatini,ntondozi,13,2,0,20,Topsoil,2020,11.5217,1.071,5.0761,2.6616,1.3081,0.9547,0.238,0.0919,17.0891,67.7397
wa021629,Eswatini,ntondozi,13,3,0,20,Topsoil,2020,16.0066,1.5157,5.1548,4.0133,2.4388,1.2622,0.3779,0.088,20.3505,62.552
wa021630,Eswatini,ntondozi,13,4,0,20,Topsoil,2020,16.0199,1.4628,5.0692,3.1068,1.7235,1.1144,0.2477,0.0879,10.1506,74.6984
wa021631,Eswatini,ntondozi,13,6,0,20,Topsoil,2020,8.6372,0.8538,5.2517,2.2076,1.2312,0.7905,0.1811,0.1013,15.6481,74.2203
wa021632,Eswatini,ntondozi,13,6,20,50,Subsoil,2020,5.9108,0.6866,5.4277,2.9111,1.6319,1.0134,0.2316,0.1195,12.3329,75.5869
wa021633,Eswatini,ntondozi,13,8,0,20,Topsoil,2020,15.8602,1.3031,4.9328,2.2942,1.2548,0.7498,0.2373,0.094,15.7631,74.7674
wa021634,Eswatini,ntondozi,13,8,20,50,Subsoil,2020,16.8932,1.3807,4.8726,2.4946,1.3567,0.7787,0.257,0.0979,7.3884,80.296
wa021635,Eswatini,ntondozi,13,9,0,20,Topsoil,2020,16.3295,1.461,5.0953,3.031,1.6477,1.0419,0.2416,0.0865,14.6447,71.5409
wa021636,Eswatini,ntondozi,16,5,0,20,Topsoil,2020,2.5267,0.3161,6.635,4.7865,3.104,1.5594,0.2714,0.3769,59.1478,25.8286
wa021637,Eswatini,ntondozi,13,11,0,20,Topsoil,2020,16.3019,1.3445,4.9152,2.0445,0.998,0.6643,0.1847,0.09,14.6475,72.4673
wa021638,Eswatini,ntondozi,13,13,0,20,Topsoil,2020,36.4915,2.9062,5.0687,4.9102,2.9892,1.3792,0.4977,0.1613,14.7134,60.752
wa021639,Eswatini,ntondozi,14,1,0,20,Topsoil,2020,15.6472,1.3679,5.9058,9.5869,6.2786,2.5722,0.5413,0.2092,15.8994,65.6481
wa021640,Eswatini,ntondozi,14,2,0,20,Topsoil,2020,13.6562,1.3932,5.5219,7.0374,4.1922,2.4648,0.4174,0.1433,24.735,51.7667
wa021641,Eswatini,ntondozi,14,4,0,20,Topsoil,2020,14.0423,1.3492,5.2927,3.9349,2.4047,1.217,0.2918,0.1005,25.8359,61.5391
wa021642,Eswatini,ntondozi,14,7,0,20,Topsoil,2020,14.7387,1.4576,5.5569,7.2382,4.4214,2.2876,0.4626,0.1305,17.4449,61.3769
wa021643,Eswatini,ntondozi,14,9,0,20,Topsoil,2020,15.514,1.408,5.2325,3.3554,1.8955,1.1055,0.2637,0.0872,19.0075,69.7707
wa021644,Eswatini,ntondozi,14,10,0,20,Topsoil,2020,13.0724,1.2034,5.3109,3.487,1.835,1.2596,0.2665,0.0972,16.1082,67.8922
wa021645,Eswatini,ntondozi,14,11,0,20,Topsoil,2020,9.7115,1.0031,5.3072,5.7548,3.3853,1.7452,0.3888,0.1241,11.1413,70.2835
wa021646,Eswatini,ntondozi,14,12,0,20,Topsoil,2020,14.8056,1.4215,5.5047,7.0185,4.4216,2.0432,0.4591,0.1308,19.9253,62.1513
wa021647,Eswatini,ntondozi,14,14,0,20,Topsoil,2020,15.4464,1.5303,5.4787,4.7861,2.925,1.5446,0.3637,0.1245,13.3964,67.7803
wa021648,Eswatini,ntondozi,14,15,0,20,Topsoil,2020,19.6765,1.9434,5.5412,10.2285,6.3888,2.7367,1.0155,0.3648,20.7525,61.1228
wa021649,Eswatini,ntondozi,15,2,0,20,Topsoil,2020,14.7013,1.352,5.7285,8.4482,5.2633,2.4917,0.4774,0.1204,29.7057,46.0791
wa021650,Eswatini,ntondozi,15,3,0,20,Topsoil,2020,17.8934,1.7659,5.7117,7.6475,4.9166,2.3142,0.3709,0.1385,38.792,33.6784
wa021651,Eswatini,ntondozi,15,4,0,20,Topsoil,2020,16.2563,1.4232,5.7634,10.2117,6.299,3.1381,0.6273,0.1735,19.3213,65.2489
wa021652,Eswatini,ntondozi,15,7,0,20,Topsoil,2020,19.8878,1.827,5.5066,7.605,4.58,2.2507,0.5996,0.1136,24.4764,55.0788
wa021653,Eswatini,ntondozi,15,8,0,20,Topsoil,2020,22.3092,2.2183,5.5167,7.3131,4.8485,1.9828,0.4763,0.1179,44.1449,29.399
wa021654,Eswatini,ntondozi,15,9,0,20,Topsoil,2020,14.6995,1.4504,5.7313,7.316,4.6568,2.1199,0.3648,0.1212,36.7975,35.5621
wa021655,Eswatini,ntondozi,15,10,0,20,Topsoil,2020,15.0845,1.3048,5.4695,7.4354,4.1885,2.2527,0.7458,0.0834,24.7381,54.4483
wa021656,Eswatini,ntondozi,15,10,20,50,Subsoil,2020,13.6958,1.3147,5.4233,7.5391,4.333,2.4346,0.6504,0.0957,30.2585,52.6877
wa021657,Eswatini,ntondozi,15,11,0,20,Topsoil,2020,14.4716,1.2808,5.9121,11.1036,6.9656,3.6089,0.5131,0.1862,31.1365,51.3867
wa021658,Eswatini,ntondozi,15,14,0,20,Topsoil,2020,7.8538,0.6509,5.6101,3.1208,2.0077,0.7981,0.2241,0.0695,57.4633,26.1469
wa021659,Eswatini,ntondozi,15,15,0,20,Topsoil,2020,9.2428,0.7911,5.5242,3.5445,2.2481,0.9741,0.2746,0.0796,46.0697,32.025
wa021660,Eswatini,ntondozi,16,3,0,20,Topsoil,2020,1.8918,0.3886,7.005,7.1092,4.2838,2.6507,0.2029,0.4396,46.1173,28.6092
wa021661,Eswatini,ntondozi,16,4,0,20,Topsoil,2020,9.6917,0.8912,5.8456,5.1327,3.398,1.261,0.3367,0.1037,50.8103,29.2678
wa021662,Eswatini,ntondozi,16,6,0,20,Topsoil,2020,17.5847,1.7052,5.4737,8.1572,4.8913,2.7093,0.5636,0.2124,23.5388,55.7965
wa021663,Eswatini,ntondozi,16,8,0,20,Topsoil,2020,7.569,0.6612,6.3627,7.2346,4.8793,1.797,0.444,0.1927,42.3807,38.5296
wa021664,Eswatini,ntondozi,16,9,0,20,Topsoil,2020,11.9975,1.1886,5.614,5.9258,3.6692,1.6651,0.3815,0.1203,46.555,30.3101
wa021665,Eswatini,ntondozi,16,11,0,20,Topsoil,2020,2.7936,0.2723,6.3215,3.2058,2.1621,0.9274,0.2088,0.3266,68.1218,19.0962
wa021666,Eswatini,ntondozi,16,13,0,20,Topsoil,2020,3.2234,0.3805,6.6093,5.6537,3.5825,1.7115,0.3308,0.4197,51.0922,32.6484
wa021667,Eswatini,ntondozi,16,14,0,20,Topsoil,2020,10.1691,0.9143,5.4292,4.4207,2.7134,1.1484,0.3547,0.0895,45.6328,33.2909
wa021668,Eswatini,ntondozi,16,15,0,20,Topsoil,2020,24.0523,2.0619,5.7941,12.0266,8.4356,3.1164,0.4336,0.1321,32.5795,38.6188
wa022743,Eswatini,ludzeludze,1,1,20,50,Subsoil,2020,3.3332,0.8317,5.0222,2.5839,1.1988,1.1731,0.2008,0.2066,6.4129,85.0092
wa022744,Eswatini,ludzeludze,1,5,0,20,Topsoil,2020,11.1092,1.0394,5.2588,3.3504,1.8706,1.1153,0.2825,0.1083,20.2915,62.6023
wa022745,Eswatini,ludzeludze,1,7,0,20,Topsoil,2020,21.111,1.9197,4.888,3.3743,2.0602,1.0321,0.3302,0.1573,6.2967,81.7708
wa022746,Eswatini,ludzeludze,1,8,0,20,Topsoil,2020,19.4567,1.8095,4.827,3.0832,1.8358,0.9978,0.2648,0.137,7.3147,80.8139
wa022747,Eswatini,ludzeludze,1,8,20,50,Subsoil,2020,18.1968,1.6741,4.8709,2.9547,1.7802,0.934,0.2142,0.1299,7.4562,82.0579
wa022748,Eswatini,ludzeludze,1,9,20,50,Subsoil,2020,15.5282,1.4516,4.8559,3.1945,1.701,1.0999,0.2467,0.1215,15.0605,68.7046
wa022749,Eswatini,ludzeludze,1,13,0,20,Topsoil,2020,23.8413,2.0972,4.8868,3.5374,1.8995,1.2304,0.2912,0.1274,13.093,69.3933
wa022750,Eswatini,ludzeludze,1,13,20,50,Subsoil,2020,21.2772,1.8883,4.8748,3.1849,1.7576,1.1071,0.2529,0.1327,9.8498,74.4043
wa022751,Eswatini,ludzeludze,2,1,0,20,Topsoil,2020,22.8512,1.9518,5.3663,2.1971,1.2268,0.7017,0.1641,0.1133,9.0519,72.6887
wa022752,Eswatini,ludzeludze,2,1,20,50,Subsoil,2020,12.26,1.219,5.29,1.606,0.8952,0.5333,0.1393,0.0852,8.0156,76.1561
wa022753,Eswatini,ludzeludze,2,2,0,20,Topsoil,2020,20.7459,1.7155,4.6399,2.1992,1.1695,0.7691,0.2057,0.1118,17.7048,64.3408
wa022754,Eswatini,ludzeludze,2,2,20,50,Subsoil,2020,14.4495,1.2136,4.8544,1.8625,1.0822,0.6319,0.173,0.1176,18.2094,66.4631
wa022755,Eswatini,ludzeludze,2,3,0,20,Topsoil,2020,22.4208,1.9559,5.1436,2.3799,1.3113,0.8114,0.1953,0.1204,11.0986,71.3251
wa022756,Eswatini,ludzeludze,2,3,20,50,Subsoil,2020,18.6533,1.5705,5.1007,2.3178,1.2407,0.7501,0.1785,0.1002,8.6522,75.2863
wa022757,Eswatini,ludzeludze,2,4,0,20,Topsoil,2020,28.7174,2.6152,5.4533,8.236,5.4773,2.3414,0.6469,0.1432,13.2372,66.4483
wa022758,Eswatini,ludzeludze,2,4,20,50,Subsoil,2020,27.0239,2.2725,5.4114,7.8733,5.0655,2.0449,0.5483,0.1276,10.9772,69.8543
wa022759,Eswatini,ludzeludze,2,5,0,20,Topsoil,2020,22.2731,1.9266,5.1765,2.3204,1.3075,0.7719,0.1875,0.1188,10.0742,71.9046
wa022760,Eswatini,ludzeludze,2,5,20,50,Subsoil,2020,17.6698,1.4575,5.1315,2.3409,1.3455,0.7527,0.2008,0.1247,11.5241,71.5116
wa022761,Eswatini,ludzeludze,2,7,0,20,Topsoil,2020,24.0863,2.2888,4.9721,2.6886,1.4775,0.8718,0.2464,0.1278,13.9656,65.2595
wa022762,Eswatini,ludzeludze,2,7,20,50,Subsoil,2020,22.0443,1.9865,5.0062,2.5081,1.3803,0.8524,0.2172,0.1259,9.8014,72.9707
wa022763,Eswatini,ludzeludze,2,8,20,50,Subsoil,2020,12.6219,1.1673,5.2572,2.4163,1.4338,0.7554,0.2055,0.1207,13.885,69.9595
wa022764,Eswatini,ludzeludze,2,12,0,20,Topsoil,2020,20.6967,1.8304,5.1316,2.26,1.2485,0.7678,0.1986,0.1048,8.8228,74.4653
wa022765,Eswatini,ludzeludze,2,12,20,50,Subsoil,2020,19.2967,1.6957,5.0905,2.3226,1.2284,0.7724,0.2028,0.0962,8.3158,75.1128
wa022766,Eswatini,ludzeludze,2,13,0,20,Topsoil,2020,15.0832,1.1882,4.9111,2.0805,1.2397,0.6576,0.1848,0.095,25.1152,58.5297
wa022767,Eswatini,ludzeludze,2,15,20,50,Subsoil,2020,19.7715,1.8508,5.1782,3.963,2.5325,1.2135,0.3163,0.1241,8.3003,76.1212
wa022768,Eswatini,ludzeludze,3,2,20,50,Subsoil,2020,24.6368,1.8284,5.0613,2.3669,1.1235,0.9056,0.231,12.0613,13.8271,72.2995
wa022769,Eswatini,ludzeludze,3,3,0,20,Topsoil,2020,20.8862,1.8487,5.3263,5.5279,3.4531,1.4803,0.3746,0.1009,24.1064,52.9066
wa022770,Eswatini,ludzeludze,3,6,0,20,Topsoil,2020,20.563,1.7179,4.7789,2.5032,1.2984,0.7894,0.2217,0.1122,9.266,77.1407
wa022771,Eswatini,ludzeludze,3,10,0,20,Topsoil,2020,17.8105,1.4674,5.159,2.7076,1.4899,0.9133,0.2013,0.1037,11.7873,73.2592
wa022772,Eswatini,ludzeludze,3,13,0,20,Topsoil,2020,16.4727,1.3628,5.3484,3.7675,2.2961,1.1354,0.2671,0.0864,21.305,60.0771
wa022773,Eswatini,ludzeludze,3,13,20,50,Subsoil,2020,20.8976,1.6509,5.1579,4.6826,2.9012,1.3399,0.3395,0.0961,17.5869,65.5165
wa022774,Eswatini,ludzeludze,3,15,0,20,Topsoil,2020,22.2038,2.0416,4.9634,2.9412,1.639,0.937,0.2592,0.1052,10.8968,73.0605
wa022775,Eswatini,ludzeludze,4,1,0,20,Topsoil,2020,22.2238,2.0036,5.0997,3.5319,1.9075,1.1598,0.3065,0.1031,11.0264,72.2425
wa022776,Eswatini,ludzeludze,4,2,0,20,Topsoil,2020,3.1775,0.3888,6.1049,2.8865,1.5405,1.0941,0.1661,0.0729,68.6155,16.0353
wa022777,Eswatini,ludzeludze,4,2,20,50,Subsoil,2020,5.0122,0.445,6.1767,3.5154,2.0226,1.28,0.1539,0.0689,62.5795,18.3138
wa022778,Eswatini,ludzeludze,4,5,20,50,Subsoil,2020,8.271,0.8382,5.11,2.6,1.5538,0.888,0.2517,0.1383,15.0463,72.896
wa022779,Eswatini,ludzeludze,4,6,0,20,Topsoil,2020,18.1638,1.8185,5.2936,6.6626,3.9922,2.1496,0.4763,0.2499,14.6028,67.9222
wa022780,Eswatini,ludzeludze,4,7,20,50,Subsoil,2020,19.9411,1.8475,5.1609,3.9567,2.3247,1.2236,0.3534,0.1099,8.6495,77.468
wa022781,Eswatini,ludzeludze,4,9,0,20,Topsoil,2020,9.6845,0.8811,5.5449,4.4706,2.7421,1.3929,0.2766,0.0937,28.9264,47.7485
wa022782,Eswatini,ludzeludze,4,10,0,20,Topsoil,2020,20.4775,2.0213,5.2764,6.1693,3.6903,1.9802,0.5048,0.2122,13.8023,70.1147
wa022783,Eswatini,ludzeludze,4,11,0,20,Topsoil,2020,36.0019,3.1767,4.9666,5.678,3.0833,1.4545,0.4764,1.3635,28.6895,48.4718
wa022784,Eswatini,ludzeludze,5,1,20,50,Subsoil,2020,17.1694,1.7078,5.1718,1.9372,1.1207,0.6852,0.1837,0.0882,8.7651,72.8994
wa022785,Eswatini,ludzeludze,5,3,0,20,Topsoil,2020,22.584,1.8685,5.3065,3.3058,2.019,1.0073,0.3187,0.1222,10.6443,71.916
wa022786,Eswatini,ludzeludze,5,7,0,20,Topsoil,2020,22.5827,2.1277,5.1042,5.0762,3.0472,1.5048,0.4611,0.1182,16.6737,62.8647
wa022787,Eswatini,ludzeludze,5,8,0,20,Topsoil,2020,9.1359,0.8956,5.2451,3.1019,1.7476,1.0263,0.274,0.1658,8.6392,80.8259
wa022788,Eswatini,ludzeludze,5,8,20,50,Subsoil,2020,6.8884,0.7023,5.4613,3.4497,1.9447,1.1171,0.2885,0.1552,11.1572,77.8934
wa022789,Eswatini,ludzeludze,5,11,0,20,Topsoil,2020,25.9906,2.394,5.1364,3.5307,2.1041,1.0715,0.3544,0.1315,9.8095,72.1151
wa022790,Eswatini,ludzeludze,5,14,0,20,Topsoil,2020,18.2854,1.6166,5.2043,2.935,1.6917,0.9504,0.3023,0.111,8.7048,74.771
wa022791,Eswatini,ludzeludze,5,15,0,20,Topsoil,2020,27.4217,2.4446,5.1157,3.7028,2.2096,1.0458,0.3424,0.1449,9.7302,71.8741
wa022792,Eswatini,ludzeludze,5,15,20,50,Subsoil,2020,26.7223,2.4084,5.0988,3.674,2.0929,1.082,0.3701,0.1511,9.9924,71.4399
wa022793,Eswatini,ludzeludze,6,3,0,20,Topsoil,2020,26.2653,2.0883,5.3121,5.4027,3.2231,1.843,0.3051,0.1034,17.3532,61.2708
wa022794,Eswatini,ludzeludze,6,6,20,50,Subsoil,2020,14.0678,1.183,4.9375,1.9601,1.0427,0.6447,0.1785,0.1113,21.3662,65.9361
wa022795,Eswatini,ludzeludze,6,7,20,50,Subsoil,2020,14.319,1.394,5.8114,5.5233,3.6136,1.5579,0.3664,0.1182,20.089,61.8685
wa022796,Eswatini,ludzeludze,6,9,0,20,Topsoil,2020,21.0855,1.8038,4.9796,2.4674,1.3327,0.8677,0.1935,0.1026,14.0774,71.1495
wa022797,Eswatini,ludzeludze,6,9,20,50,Subsoil,2020,18.0937,1.3859,4.965,2.2243,1.2428,0.7754,0.1829,0.0983,13.6214,72.9285
wa022798,Eswatini,ludzeludze,6,11,0,20,Topsoil,2020,12.6706,1.1427,5.1231,2.8757,1.7384,0.9459,0.2469,0.1159,21.3033,62.5036
wa022799,Eswatini,ludzeludze,6,11,20,50,Subsoil,2020,10.1803,0.9863,5.0327,2.2888,1.3362,0.7541,0.1977,0.1268,19.5243,65.233
wa022800,Eswatini,ludzeludze,6,12,0,20,Topsoil,2020,21.3488,1.9829,4.9975,3.9374,2.0833,1.3841,0.3079,0.1432,11.0219,70.263
wa022801,Eswatini,ludzeludze,6,14,0,20,Topsoil,2020,14.5572,1.3588,5.1579,2.6386,1.4391,0.9287,0.1968,0.0909,16.3422,68.4504
wa022802,Eswatini,ludzeludze,6,15,0,20,Topsoil,2020,3.7201,0.6264,5.1548,3.4101,2.4087,1.0038,0.2599,0.6402,27.5356,52.2306
wa022803,Eswatini,ludzeludze,7,1,0,20,Topsoil,2020,22.3175,1.9816,5.3881,4.3707,2.4817,1.215,0.6158,0.0695,8.2348,74.8832
wa022804,Eswatini,ludzeludze,7,2,0,20,Topsoil,2020,17.8118,1.5819,5.1435,2.9412,1.6951,0.9949,0.2587,0.1443,8.5952,78.8932
wa022805,Eswatini,ludzeludze,7,2,20,50,Subsoil,2020,14.6727,1.2772,5.1838,2.7136,1.5644,0.9359,0.218,0.1435,8.7581,79.2633
wa022806,Eswatini,ludzeludze,7,4,0,20,Topsoil,2020,19.3748,1.7385,5.0272,3.1841,1.692,1.1237,0.2863,0.1276,11.0681,76.1553
